Date,High,Low,Open,Close,Volume,Adj Close
2018-07-23,267.5,260.6000061035156,262.0,266.3500061035156,17013119.0,266.3500061035156
2018-07-24,269.20001220703125,265.54998779296875,267.20001220703125,266.8500061035156,9320281.0,266.8500061035156
2018-07-25,272.8500061035156,265.6499938964844,268.0,271.8500061035156,13099277.0,271.8500061035156
2018-07-26,289.3999938964844,274.20001220703125,275.1000061035156,287.70001220703125,53496546.0,287.70001220703125
2018-07-27,297.0,285.1000061035156,289.5,286.75,32175436.0,286.75
2018-07-30,299.54998779296875,289.20001220703125,289.20001220703125,297.3999938964844,40949610.0,297.3999938964844
2018-07-31,302.3999938964844,291.79998779296875,297.0,293.5,36510328.0,293.5
2018-08-01,298.0,288.3500061035156,294.5,295.1000061035156,33885474.0,295.1000061035156
2018-08-02,296.3999938964844,290.54998779296875,293.0,293.8999938964844,15665209.0,293.8999938964844
2018-08-03,299.95001220703125,294.5,294.6000061035156,299.25,18254462.0,299.25
2018-08-06,311.3500061035156,300.6000061035156,300.6000061035156,308.5,31576923.0,308.5
2018-08-07,311.70001220703125,303.04998779296875,309.8500061035156,304.04998779296875,23929123.0,304.04998779296875
2018-08-08,310.8999938964844,303.04998779296875,304.04998779296875,308.70001220703125,20498279.0,308.70001220703125
2018-08-09,319.8500061035156,310.1499938964844,312.95001220703125,317.3999938964844,46464355.0,317.3999938964844
2018-08-10,326.3999938964844,300.5,317.6499938964844,304.45001220703125,111510771.0,304.45001220703125
2018-08-13,302.79998779296875,291.1000061035156,296.0,294.1499938964844,58127432.0,294.1499938964844
2018-08-14,298.95001220703125,293.3500061035156,296.70001220703125,294.8999938964844,25294933.0,294.8999938964844
2018-08-16,298.3999938964844,290.25,293.5,292.70001220703125,31083900.0,292.70001220703125
2018-08-17,302.70001220703125,294.04998779296875,295.0,302.1000061035156,21931134.0,302.1000061035156
2018-08-20,308.70001220703125,303.6000061035156,304.1000061035156,307.6499938964844,20240462.0,307.6499938964844
2018-08-21,308.8500061035156,303.3500061035156,308.29998779296875,307.0,14139592.0,307.0
2018-08-23,306.95001220703125,298.29998779296875,306.95001220703125,302.45001220703125,22721004.0,302.45001220703125
2018-08-24,305.70001220703125,299.0,300.6000061035156,300.45001220703125,18869585.0,300.45001220703125
2018-08-27,310.3500061035156,303.29998779296875,304.0,308.0,28111768.0,308.0
2018-08-28,310.25,303.3999938964844,308.04998779296875,305.3500061035156,16890236.0,305.3500061035156
2018-08-29,312.0,305.75,306.79998779296875,309.70001220703125,24320824.0,309.70001220703125
2018-08-30,310.5,306.0,309.29998779296875,308.6000061035156,19935935.0,308.6000061035156
2018-08-31,310.6499938964844,304.54998779296875,307.8999938964844,309.6000061035156,18100140.0,309.6000061035156
2018-09-03,312.5,304.79998779296875,312.5,306.3500061035156,14708076.0,306.3500061035156
